incident_id,timestamp,attack_type,affected_systems,severity_level,response_time_min,country,industry,data_compromised,resolution_status,flow_bytes_per_s,flow_packets_per_s,protocol,source_ip,destination_ip,attack_success
INC-10317,2023-02-26 18:45:00,Man-in-the-Middle,Web Server,Medium,1356,Brazil,Retail,337.7,Resolved,579092.42,2400.91,TCP,192.168.20.9,10.0.176.163,No
INC-10318,2023-01-07 09:47:00,Malware,Database,Low,405,India,Government,364.07,Resolved,752777.24,6554.88,TCP,192.168.75.165,10.0.81.16,No
INC-10319,2023-04-17 01:04:00,DDoS,Database,Low,945,Canada,Government,215.25,Resolved,14553.5,3317.99,ICMP,192.168.139.235,10.0.61.75,No
INC-10320,2023-10-22 20:29:00,Malware,End-User System,Low,282,Australia,Tech,368.95,Resolved,131840.07,3150.0,SMTP,192.168.131.171,10.0.255.151,No
INC-10321,2023-03-28 09:18:00,Man-in-the-Middle,Network Router,High,771,France,Manufacturing,309.34,Unresolved,127397.1,6504.52,HTTPS,192.168.179.53,10.0.93.66,Yes
INC-10322,2023-02-17 09:55:00,Brute Force,Web Server,Low,651,Canada,Education,405.02,Resolved,30530.23,1348.87,DNS,192.168.27.94,10.0.24.26,No
INC-10323,2023-04-02 17:24:00,Phishing,Cloud Infrastructure,High,723,France,Tech,7.71,Resolved,229138.83,8625.18,HTTPS,192.168.126.122,10.0.208.126,Yes
INC-10324,2023-06-06 01:52:00,Ransomware,End-User System,Critical,832,Germany,Government,443.64,Resolved,768003.19,3085.75,DNS,192.168.93.93,10.0.41.251,No
INC-10325,2023-12-12 08:29:00,Brute Force,Network Router,High,120,UK,Finance,309.49,Resolved,66980.99,9286.7,ICMP,192.168.23.190,10.0.48.18,No
INC-10326,2023-04-29 01:22:00,SQL Injection,Database,Critical,892,Germany,Finance,55.55,Resolved,697798.24,6003.23,HTTP,192.168.109.118,10.0.96.153,Yes
INC-10327,2023-11-13 05:00:00,Ransomware,IoT Device,Medium,133,China,Tech,138.38,Resolved,942913.93,644.65,DNS,192.168.222.53,10.0.190.120,Yes
INC-10328,2023-02-03 04:46:00,Malware,Database,Critical,36,Russia,Finance,287.02,Resolved,309716.08,4364.65,DNS,192.168.216.3,10.0.139.119,No
INC-10329,2023-04-12 01:27:00,Phishing,Web Server,Critical,940,Germany,Healthcare,498.35,Unresolved,182424.33,442.52,UDP,192.168.28.70,10.0.225.203,Yes
INC-10330,2023-04-26 17:21:00,SQL Injection,End-User System,Low,861,Australia,Manufacturing,413.22,Resolved,550794.02,3000.81,DNS,192.168.219.62,10.0.87.109,No
INC-10331,2023-04-29 09:23:00,Ransomware,Web Server,High,749,Germany,Manufacturing,400.69,Resolved,107488.87,5783.25,UDP,192.168.122.96,10.0.44.87,Yes
INC-10332,2023-11-01 11:35:00,SQL Injection,Database,Critical,93,Brazil,Finance,280.28,Resolved,539011.15,1392.05,TCP,192.168.149.184,10.0.20.44,Yes
INC-10333,2023-02-12 14:59:00,Brute Force,IoT Device,Low,304,Australia,Government,166.47,Resolved,807225.62,746.09,HTTP,192.168.235.233,10.0.0.162,Yes
INC-10334,2023-06-08 00:19:00,SQL Injection,Cloud Infrastructure,High,955,China,Education,300.21,Unresolved,329594.61,5603.34,ICMP,192.168.170.30,10.0.40.137,No
INC-10335,2023-09-20 15:37:00,DDoS,Cloud Infrastructure,Medium,622,USA,Healthcare,242.48,Unresolved,924732.14,9091.91,UDP,192.168.144.255,10.0.52.140,No
INC-10336,2023-09-15 08:06:00,Malware,End-User System,High,1329,UK,Manufacturing,289.59,Unresolved,358716.99,9400.32,DNS,192.168.49.93,10.0.202.88,No
INC-10337,2023-05-02 18:16:00,Ransomware,IoT Device,High,1427,UK,Healthcare,138.64,Unresolved,956717.28,8140.33,UDP,192.168.104.147,10.0.247.169,Yes
INC-10338,2023-01-11 08:20:00,Man-in-the-Middle,Database,Low,568,Brazil,Healthcare,111.61,Resolved,3052.66,6004.92,DNS,192.168.126.171,10.0.46.184,No
INC-10339,2023-10-09 04:27:00,Phishing,Web Server,High,394,Germany,Manufacturing,331.58,Unresolved,64547.23,1173.74,SMTP,192.168.28.205,10.0.228.217,Yes
INC-10340,2023-10-28 22:10:00,Brute Force,Cloud Infrastructure,High,1367,USA,Healthcare,340.55,Unresolved,437160.32,22.57,HTTP,192.168.1.165,10.0.88.47,Yes
INC-10341,2023-07-01 09:40:00,SQL Injection,Web Server,High,921,Brazil,Manufacturing,0.95,Unresolved,454845.66,103.02,HTTP,192.168.75.141,10.0.240.142,Yes
INC-10342,2023-04-09 07:27:00,SQL Injection,Database,Low,1112,Brazil,Manufacturing,58.24,Resolved,230427.03,2927.86,UDP,192.168.227.176,10.0.126.8,Yes
INC-10343,2023-01-24 03:31:00,Ransomware,Database,Critical,408,UK,Healthcare,474.33,Resolved,150767.89,3755.83,HTTPS,192.168.220.233,10.0.206.186,Yes
INC-10344,2023-09-11 04:26:00,Malware,End-User System,High,991,China,Retail,25.98,Unresolved,728144.99,4158.81,DNS,192.168.51.19,10.0.118.242,No
INC-10345,2023-04-11 02:22:00,Malware,End-User System,Critical,820,Brazil,Tech,198.46,Resolved,133237.22,4176.58,HTTPS,192.168.191.238,10.0.20.25,No
INC-10346,2023-02-16 16:44:00,SQL Injection,Database,Medium,494,Russia,Finance,498.55,Unresolved,847949.87,602.47,UDP,192.168.99.96,10.0.164.74,Yes
INC-10347,2023-05-07 02:12:00,Man-in-the-Middle,End-User System,Medium,146,China,Tech,101.35,Resolved,909497.31,7661.08,HTTPS,192.168.92.155,10.0.6.233,Yes
INC-10348,2023-05-08 19:43:00,Brute Force,Web Server,Critical,1062,China,Healthcare,100.7,Resolved,143064.82,8240.79,SMTP,192.168.119.100,10.0.254.94,Yes
INC-10349,2023-11-30 04:21:00,Man-in-the-Middle,End-User System,Medium,510,Canada,Healthcare,229.43,Unresolved,120767.92,4108.55,HTTP,192.168.191.139,10.0.92.120,Yes
INC-10350,2023-01-04 01:14:00,Ransomware,Network Router,Low,425,Germany,Education,5.24,Resolved,313429.2,296.68,TCP,192.168.207.74,10.0.122.171,Yes
INC-10351,2023-12-17 11:00:00,DDoS,Network Router,Low,550,UK,Retail,430.4,Resolved,84134.99,7135.64,TCP,192.168.72.250,10.0.160.19,Yes
INC-10352,2023-07-01 09:36:00,SQL Injection,Network Router,Low,1176,India,Government,297.49,Resolved,8425.81,9658.67,SMTP,192.168.70.234,10.0.142.145,No
INC-10353,2023-07-16 07:59:00,Brute Force,Cloud Infrastructure,Critical,938,Brazil,Education,473.43,Unresolved,797796.81,6217.33,SMTP,192.168.66.82,10.0.15.55,No
INC-10354,2023-01-11 02:16:00,Man-in-the-Middle,Database,High,1025,UK,Finance,337.69,Resolved,382852.61,1612.42,HTTP,192.168.91.226,10.0.20.32,No
INC-10355,2023-03-29 16:43:00,Man-in-the-Middle,IoT Device,Medium,235,China,Manufacturing,34.85,Unresolved,932033.21,8056.83,TCP,192.168.54.19,10.0.166.145,No
INC-10356,2023-08-05 14:07:00,Brute Force,IoT Device,High,1390,Australia,Finance,471.95,Unresolved,319628.55,5540.89,DNS,192.168.169.39,10.0.232.130,No
INC-10357,2023-10-21 03:20:00,Phishing,Cloud Infrastructure,Critical,517,France,Manufacturing,225.37,Unresolved,221945.92,7043.38,UDP,192.168.70.212,10.0.63.239,No
INC-10358,2023-01-16 12:22:00,Phishing,Cloud Infrastructure,Critical,1368,France,Government,419.6,Unresolved,787474.26,3515.93,TCP,192.168.113.120,10.0.181.133,No
INC-10359,2023-06-13 02:05:00,Malware,Database,High,340,Brazil,Education,354.54,Unresolved,296098.67,6315.34,DNS,192.168.187.229,10.0.50.208,Yes
INC-10360,2023-06-27 22:08:00,Brute Force,End-User System,High,472,Australia,Education,462.89,Resolved,972963.24,9273.86,HTTPS,192.168.194.156,10.0.63.209,No
INC-10361,2023-02-23 01:02:00,Phishing,Network Router,Medium,1276,Brazil,Tech,2.03,Unresolved,303662.88,2060.96,DNS,192.168.89.81,10.0.1.166,No
INC-10362,2023-03-14 07:38:00,Ransomware,Web Server,Critical,1194,Germany,Healthcare,116.36,Unresolved,517159.87,877.36,HTTPS,192.168.126.50,10.0.15.177,No
INC-10363,2023-12-18 12:48:00,Man-in-the-Middle,IoT Device,High,496,Germany,Manufacturing,33.73,Resolved,252783.26,448.59,SMTP,192.168.58.147,10.0.105.162,No
INC-10364,2023-02-28 22:54:00,Man-in-the-Middle,Network Router,Medium,1438,Australia,Healthcare,90.01,Resolved,588439.11,9552.07,HTTP,192.168.250.100,10.0.19.161,No
INC-10365,2023-05-14 17:08:00,Man-in-the-Middle,Web Server,Critical,1398,India,Tech,426.5,Unresolved,583255.66,816.98,UDP,192.168.86.222,10.0.153.178,Yes
INC-10366,2023-11-20 11:53:00,SQL Injection,IoT Device,Medium,424,Brazil,Education,399.05,Unresolved,433414.15,4536.9,SMTP,192.168.206.115,10.0.122.77,Yes
INC-10367,2023-04-03 09:08:00,Malware,IoT Device,High,935,Australia,Government,375.44,Resolved,249336.27,5383.11,UDP,192.168.132.65,10.0.186.148,No
INC-10368,2023-09-14 07:10:00,Phishing,Cloud Infrastructure,Medium,1081,UK,Finance,382.24,Unresolved,232817.24,6425.91,DNS,192.168.96.97,10.0.92.169,No
INC-10369,2023-04-01 00:33:00,Malware,Cloud Infrastructure,Critical,1428,UK,Manufacturing,213.6,Resolved,49416.11,699.04,SMTP,192.168.89.114,10.0.134.149,Yes
INC-10370,2023-08-19 13:59:00,Ransomware,Database,Critical,964,India,Government,372.89,Resolved,155858.27,7714.76,SMTP,192.168.187.248,10.0.151.247,Yes
INC-10371,2023-08-11 00:05:00,Ransomware,IoT Device,Critical,1384,Germany,Healthcare,335.38,Unresolved,460875.75,5549.06,HTTPS,192.168.155.228,10.0.201.239,Yes
INC-10372,2023-04-22 05:16:00,DDoS,IoT Device,High,1103,USA,Manufacturing,98.07,Resolved,456528.89,4437.12,HTTP,192.168.104.154,10.0.51.128,No
INC-10373,2023-07-02 05:35:00,Brute Force,Cloud Infrastructure,High,351,Canada,Education,427.53,Unresolved,863282.81,7645.11,UDP,192.168.205.91,10.0.58.36,Yes
INC-10374,2023-12-05 15:09:00,Malware,Network Router,High,16,Australia,Tech,470.92,Unresolved,852905.26,9781.89,ICMP,192.168.246.44,10.0.20.150,Yes
INC-10375,2023-08-16 05:10:00,Phishing,End-User System,Low,420,Russia,Finance,13.37,Unresolved,98853.09,4958.52,HTTPS,192.168.76.214,10.0.140.153,Yes
INC-10376,2023-07-06 09:58:00,Phishing,Web Server,Critical,1143,Russia,Tech,270.67,Resolved,438354.44,8308.22,TCP,192.168.92.8,10.0.195.82,No
INC-10377,2023-12-02 07:11:00,Man-in-the-Middle,End-User System,Critical,384,Australia,Healthcare,184.45,Unresolved,213214.28,200.68,UDP,192.168.111.38,10.0.172.214,Yes
INC-10378,2023-01-31 20:29:00,Ransomware,Database,Low,1314,Russia,Manufacturing,18.03,Unresolved,731501.49,9053.42,DNS,192.168.206.190,10.0.103.194,Yes
INC-10379,2023-01-03 06:33:00,Phishing,IoT Device,Critical,1370,Canada,Government,103.84,Unresolved,745550.51,5184.7,DNS,192.168.1.33,10.0.84.1,No
INC-10380,2023-10-29 12:24:00,Phishing,Database,Critical,890,Australia,Retail,109.54,Unresolved,369084.61,8181.03,HTTP,192.168.29.205,10.0.171.224,Yes
INC-10381,2023-08-14 00:43:00,SQL Injection,IoT Device,High,420,Australia,Education,192.93,Unresolved,564785.91,185.25,TCP,192.168.205.158,10.0.63.106,No
INC-10382,2023-08-22 14:36:00,SQL Injection,End-User System,Critical,33,Brazil,Government,443.58,Resolved,565647.61,2264.07,DNS,192.168.20.190,10.0.78.243,No
INC-10383,2023-04-09 20:51:00,Brute Force,IoT Device,High,718,Germany,Tech,7.94,Unresolved,488292.22,4410.36,UDP,192.168.81.204,10.0.125.138,No
INC-10384,2023-02-24 17:38:00,Man-in-the-Middle,Database,Critical,878,India,Government,294.09,Resolved,640235.51,7871.9,HTTPS,192.168.240.80,10.0.183.184,Yes
INC-10385,2023-09-18 15:38:00,DDoS,Network Router,Medium,132,Russia,Retail,133.49,Unresolved,768841.76,8856.17,ICMP,192.168.29.159,10.0.155.107,Yes
INC-10386,2023-01-22 02:27:00,DDoS,Cloud Infrastructure,Medium,555,China,Education,58.78,Resolved,338483.18,4506.77,TCP,192.168.171.14,10.0.0.202,Yes
INC-10387,2023-04-09 20:46:00,Brute Force,Database,Medium,643,Russia,Tech,121.93,Resolved,118345.89,150.55,SMTP,192.168.73.211,10.0.0.141,No
INC-10388,2023-11-26 12:44:00,Brute Force,Cloud Infrastructure,Critical,676,Brazil,Manufacturing,351.8,Resolved,321833.47,5885.63,HTTPS,192.168.248.134,10.0.37.237,Yes
INC-10389,2023-10-09 07:17:00,DDoS,Network Router,Low,321,UK,Retail,201.93,Resolved,579175.08,5124.94,ICMP,192.168.149.213,10.0.246.111,Yes
INC-10390,2023-01-07 00:44:00,Malware,Network Router,Medium,951,China,Healthcare,308.93,Unresolved,780931.36,2515.45,UDP,192.168.192.180,10.0.206.76,No
INC-10391,2023-08-24 17:01:00,DDoS,Cloud Infrastructure,Medium,74,UK,Government,120.77,Resolved,945738.83,33.98,DNS,192.168.166.246,10.0.55.124,Yes
INC-10392,2023-01-06 18:00:00,Man-in-the-Middle,End-User System,High,470,UK,Manufacturing,76.66,Unresolved,772025.19,3712.65,HTTPS,192.168.133.2,10.0.39.195,No
INC-10393,2023-04-13 13:59:00,Brute Force,Database,Low,960,UK,Finance,462.02,Resolved,533700.72,9603.3,UDP,192.168.80.219,10.0.17.35,No
INC-10394,2023-07-09 21:19:00,SQL Injection,Network Router,High,578,Brazil,Healthcare,446.51,Unresolved,906728.83,6756.44,TCP,192.168.41.193,10.0.162.134,Yes
INC-10395,2023-04-23 03:39:00,Malware,Web Server,Critical,266,Australia,Government,228.15,Unresolved,658093.08,3567.16,HTTP,192.168.30.177,10.0.41.96,No
INC-10396,2023-05-04 20:00:00,Ransomware,End-User System,Critical,207,USA,Finance,498.37,Resolved,308236.43,9057.77,UDP,192.168.221.114,10.0.106.202,Yes
INC-10397,2023-03-31 00:28:00,Malware,Network Router,Medium,990,USA,Retail,52.37,Resolved,834248.21,5295.82,SMTP,192.168.140.76,10.0.254.159,Yes
INC-10398,2023-06-28 01:18:00,SQL Injection,IoT Device,High,561,Australia,Education,56.78,Unresolved,511840.92,4111.77,HTTP,192.168.153.117,10.0.10.255,No
INC-10399,2023-05-01 02:38:00,DDoS,Database,Critical,1286,UK,Tech,9.83,Resolved,80286.78,7784.58,SMTP,192.168.182.26,10.0.46.128,No
INC-10400,2023-10-29 18:46:00,Brute Force,IoT Device,Medium,142,China,Retail,459.62,Resolved,237385.68,49.51,HTTPS,192.168.247.144,10.0.84.85,Yes
INC-10401,2023-08-27 06:28:00,Malware,End-User System,Medium,1164,Canada,Tech,442.39,Unresolved,980085.47,3078.86,SMTP,192.168.93.38,10.0.253.33,Yes
INC-10402,2023-03-01 10:13:00,Phishing,Cloud Infrastructure,Critical,440,Canada,Manufacturing,330.92,Unresolved,800089.74,2410.27,SMTP,192.168.254.8,10.0.40.48,Yes
INC-10403,2023-08-31 03:27:00,DDoS,Network Router,Low,908,Russia,Education,342.61,Unresolved,524424.33,7706.99,SMTP,192.168.88.32,10.0.138.234,Yes
INC-10404,2023-01-06 05:30:00,Malware,End-User System,High,16,UK,Manufacturing,421.34,Resolved,649000.07,7662.17,TCP,192.168.125.232,10.0.238.20,No
INC-10405,2023-10-02 05:56:00,Phishing,Cloud Infrastructure,Low,752,Australia,Manufacturing,335.41,Unresolved,103215.81,3237.51,SMTP,192.168.8.230,10.0.83.30,Yes
INC-10406,2023-08-04 05:44:00,Brute Force,Web Server,High,88,USA,Education,56.99,Unresolved,838853.13,4584.86,UDP,192.168.182.108,10.0.14.136,No
INC-10407,2023-12-05 03:59:00,Brute Force,Web Server,High,297,Australia,Healthcare,294.44,Unresolved,282131.77,5734.55,HTTPS,192.168.164.135,10.0.124.125,Yes
INC-10408,2023-02-13 22:58:00,Brute Force,Database,Medium,102,India,Education,376.91,Resolved,466471.25,536.9,ICMP,192.168.49.85,10.0.133.43,Yes
INC-10409,2023-11-27 14:05:00,Man-in-the-Middle,Cloud Infrastructure,Critical,18,USA,Finance,359.45,Unresolved,480249.03,9271.7,HTTPS,192.168.235.28,10.0.119.182,Yes
INC-10410,2023-04-17 18:04:00,Malware,Network Router,Critical,338,Russia,Retail,305.14,Resolved,927237.6,1347.11,HTTP,192.168.135.218,10.0.67.181,Yes
INC-10411,2023-03-17 11:40:00,Malware,End-User System,High,256,Brazil,Education,374.85,Resolved,69650.78,949.97,HTTP,192.168.251.186,10.0.17.109,Yes
INC-10412,2023-04-07 16:12:00,Man-in-the-Middle,Database,High,1391,Germany,Government,128.93,Resolved,60666.36,3919.79,TCP,192.168.160.50,10.0.88.187,Yes
INC-10413,2023-02-28 23:07:00,Ransomware,Web Server,High,1075,Brazil,Finance,24.7,Resolved,997955.32,850.68,TCP,192.168.241.185,10.0.21.3,Yes
INC-10414,2023-05-17 22:18:00,Man-in-the-Middle,End-User System,Critical,172,Brazil,Retail,369.29,Unresolved,847511.74,655.79,UDP,192.168.110.94,10.0.251.71,Yes
INC-10415,2023-10-30 17:47:00,Phishing,Database,Medium,431,France,Government,282.39,Resolved,797686.09,6614.96,TCP,192.168.92.173,10.0.175.38,No
INC-10416,2023-04-07 12:53:00,Phishing,Cloud Infrastructure,Critical,1225,Australia,Tech,94.9,Unresolved,261751.53,1401.75,ICMP,192.168.122.118,10.0.157.161,Yes
INC-10417,2023-12-17 17:36:00,Phishing,Cloud Infrastructure,High,741,France,Finance,116.62,Resolved,738695.14,8360.86,HTTPS,192.168.230.14,10.0.203.119,No
INC-10418,2023-08-12 19:26:00,Phishing,IoT Device,Low,634,Russia,Tech,349.98,Unresolved,830585.18,7547.59,ICMP,192.168.164.22,10.0.79.243,Yes
INC-10419,2023-01-15 01:12:00,Phishing,Network Router,Medium,926,France,Finance,168.34,Resolved,794878.31,3318.6,DNS,192.168.103.19,10.0.157.203,Yes
INC-10420,2023-12-08 05:45:00,Malware,Cloud Infrastructure,High,633,UK,Retail,415.16,Resolved,713104.21,7254.2,TCP,192.168.216.212,10.0.252.200,No
INC-10421,2023-04-16 20:57:00,Brute Force,End-User System,Critical,717,USA,Education,125.21,Resolved,244393.27,473.64,HTTP,192.168.169.157,10.0.7.162,Yes
INC-10422,2023-10-23 00:05:00,Phishing,Database,Critical,138,China,Tech,39.71,Unresolved,461529.32,3826.55,SMTP,192.168.103.94,10.0.237.113,Yes
INC-10423,2023-11-13 18:18:00,DDoS,IoT Device,Critical,855,USA,Tech,233.24,Unresolved,788214.55,6781.23,HTTP,192.168.198.112,10.0.61.174,No
INC-10424,2023-08-23 00:41:00,DDoS,Network Router,Low,982,Russia,Government,210.11,Unresolved,102712.16,2518.78,SMTP,192.168.25.177,10.0.97.131,Yes
INC-10425,2023-09-12 04:34:00,DDoS,End-User System,High,817,France,Manufacturing,396.89,Resolved,181722.58,1911.3,ICMP,192.168.200.38,10.0.126.187,Yes
INC-10426,2023-09-18 02:03:00,SQL Injection,Database,Medium,388,India,Government,251.83,Resolved,443927.95,2956.26,SMTP,192.168.103.48,10.0.40.143,No
INC-10427,2023-07-02 12:12:00,Phishing,Cloud Infrastructure,High,682,Russia,Retail,290.98,Unresolved,264193.96,1185.06,DNS,192.168.8.59,10.0.65.143,No
INC-10428,2023-07-16 18:27:00,Man-in-the-Middle,Network Router,Critical,342,France,Tech,458.24,Resolved,726424.83,7860.41,ICMP,192.168.220.172,10.0.128.241,Yes
INC-10429,2023-03-17 22:50:00,Phishing,IoT Device,Low,66,Brazil,Government,385.7,Resolved,26813.46,1289.81,ICMP,192.168.235.101,10.0.168.132,No
INC-10430,2023-09-29 23:55:00,Phishing,Database,Low,79,Germany,Tech,175.73,Unresolved,661012.34,9943.25,DNS,192.168.18.55,10.0.22.32,Yes
INC-10431,2023-03-28 10:47:00,DDoS,Network Router,Critical,381,China,Finance,494.34,Resolved,846284.96,2558.81,SMTP,192.168.122.87,10.0.3.175,No
INC-10432,2023-01-26 22:59:00,SQL Injection,Web Server,Medium,580,UK,Retail,491.5,Resolved,660869.51,5676.04,UDP,192.168.216.17,10.0.17.27,No
INC-10433,2023-08-30 23:36:00,DDoS,IoT Device,Critical,923,Australia,Government,118.9,Unresolved,544193.5,8217.46,TCP,192.168.59.84,10.0.211.149,Yes
INC-10434,2023-08-26 17:09:00,DDoS,Web Server,High,1073,Germany,Government,126.65,Resolved,853930.46,4030.37,HTTP,192.168.148.240,10.0.19.251,No
INC-10435,2023-04-24 06:04:00,Man-in-the-Middle,IoT Device,Low,1150,China,Finance,478.13,Unresolved,685880.55,8478.39,ICMP,192.168.172.82,10.0.43.6,Yes
INC-10436,2023-03-29 15:30:00,SQL Injection,Web Server,Medium,1231,China,Tech,139.5,Unresolved,423943.1,5283.14,ICMP,192.168.6.100,10.0.57.104,Yes
INC-10437,2023-09-03 14:52:00,DDoS,End-User System,Low,203,India,Manufacturing,261.61,Unresolved,907869.93,4266.46,DNS,192.168.226.133,10.0.248.248,Yes
INC-10438,2023-08-21 13:49:00,Phishing,End-User System,Low,1126,Brazil,Finance,278.32,Resolved,936865.33,9138.1,HTTP,192.168.227.81,10.0.51.143,Yes
INC-10439,2023-03-23 02:03:00,Man-in-the-Middle,IoT Device,Medium,525,Russia,Finance,45.28,Resolved,64086.04,3084.29,TCP,192.168.52.139,10.0.176.65,Yes
INC-10440,2023-07-29 13:13:00,Malware,Web Server,Medium,965,India,Government,121.68,Unresolved,880802.21,9515.02,SMTP,192.168.226.93,10.0.228.227,No
INC-10441,2023-10-11 16:52:00,Man-in-the-Middle,Web Server,High,75,France,Government,494.95,Resolved,937189.23,172.96,ICMP,192.168.68.35,10.0.134.32,No
INC-10442,2023-05-02 06:48:00,Phishing,Cloud Infrastructure,Low,787,Brazil,Government,346.07,Unresolved,919946.37,8193.26,HTTP,192.168.202.244,10.0.177.100,No
INC-10443,2023-04-22 16:27:00,Malware,Web Server,High,1395,India,Manufacturing,43.75,Unresolved,273967.48,2285.57,DNS,192.168.233.150,10.0.78.150,Yes
INC-10444,2023-07-03 23:32:00,Man-in-the-Middle,Database,Medium,892,Australia,Tech,146.96,Resolved,136750.69,286.69,ICMP,192.168.144.74,10.0.125.72,No
INC-10445,2023-09-24 23:21:00,Ransomware,End-User System,Critical,608,Russia,Government,5.56,Resolved,840439.36,4845.01,HTTPS,192.168.3.157,10.0.237.122,No
INC-10446,2023-09-28 02:15:00,DDoS,End-User System,Medium,719,Germany,Tech,52.82,Unresolved,982689.33,9750.4,TCP,192.168.121.202,10.0.48.88,No
INC-10447,2023-06-10 18:42:00,DDoS,End-User System,High,27,USA,Manufacturing,107.2,Resolved,835840.89,2851.38,HTTPS,192.168.15.210,10.0.105.103,Yes
INC-10448,2023-11-07 11:02:00,Man-in-the-Middle,End-User System,Low,1336,Australia,Finance,91.95,Resolved,74176.95,4890.13,HTTP,192.168.224.26,10.0.182.154,No
INC-10449,2023-07-26 04:37:00,Phishing,Cloud Infrastructure,Medium,536,Australia,Finance,138.51,Unresolved,425060.6,3487.15,DNS,192.168.114.125,10.0.39.3,Yes
INC-10450,2023-10-23 13:53:00,DDoS,Database,Critical,940,USA,Tech,38.61,Resolved,968758.09,3446.71,HTTP,192.168.119.93,10.0.151.138,No
INC-10451,2023-07-11 00:56:00,Man-in-the-Middle,IoT Device,High,1129,USA,Education,349.93,Unresolved,474904.08,5132.27,ICMP,192.168.153.67,10.0.103.131,No
INC-10452,2023-03-27 17:18:00,Ransomware,Web Server,Low,569,Germany,Retail,111.11,Resolved,867749.38,717.77,UDP,192.168.219.236,10.0.124.125,No
INC-10453,2023-08-05 16:11:00,Ransomware,Network Router,Low,1324,Australia,Finance,162.54,Resolved,199252.2,5296.0,TCP,192.168.116.202,10.0.77.4,Yes
INC-10454,2023-07-04 11:23:00,DDoS,Cloud Infrastructure,High,1398,Germany,Tech,383.12,Unresolved,368026.1,3003.43,HTTP,192.168.160.79,10.0.121.100,No
INC-10455,2023-08-09 02:15:00,DDoS,Cloud Infrastructure,Critical,1406,France,Government,76.91,Unresolved,259476.57,3078.32,SMTP,192.168.131.123,10.0.179.17,Yes
INC-10456,2023-01-06 14:44:00,Ransomware,Cloud Infrastructure,Low,677,Brazil,Education,187.9,Unresolved,489693.31,9906.49,SMTP,192.168.116.133,10.0.155.48,No
INC-10457,2023-08-20 05:03:00,SQL Injection,End-User System,Critical,1094,China,Retail,426.53,Resolved,701545.73,2056.86,TCP,192.168.18.227,10.0.2.18,No
INC-10458,2023-09-26 15:21:00,Malware,End-User System,Medium,896,UK,Education,210.41,Resolved,143437.77,457.99,UDP,192.168.178.101,10.0.163.209,Yes
INC-10459,2023-04-09 10:21:00,Malware,Web Server,High,54,Canada,Government,459.18,Unresolved,520417.1,3598.26,HTTPS,192.168.93.12,10.0.172.220,No
INC-10460,2023-03-31 16:57:00,Ransomware,Cloud Infrastructure,Medium,826,Germany,Manufacturing,132.67,Unresolved,955339.09,389.77,TCP,192.168.31.102,10.0.72.87,Yes
INC-10461,2023-04-29 12:17:00,Brute Force,IoT Device,Low,411,Canada,Government,157.31,Resolved,886683.12,7774.76,SMTP,192.168.216.231,10.0.228.133,Yes
INC-10462,2023-03-19 23:09:00,Man-in-the-Middle,Cloud Infrastructure,Critical,1101,India,Manufacturing,170.53,Unresolved,405066.24,5629.68,HTTP,192.168.66.246,10.0.236.159,Yes
INC-10463,2023-08-30 00:54:00,DDoS,Cloud Infrastructure,Low,141,USA,Finance,216.93,Resolved,700183.76,3851.92,HTTP,192.168.131.33,10.0.25.255,No
INC-10464,2023-06-22 02:03:00,Brute Force,End-User System,High,106,Germany,Finance,448.52,Resolved,972696.77,2921.07,HTTPS,192.168.195.228,10.0.238.242,Yes
INC-10465,2023-01-31 08:08:00,Ransomware,Cloud Infrastructure,Medium,1066,China,Healthcare,279.7,Unresolved,303804.38,1937.61,ICMP,192.168.172.26,10.0.123.132,No
INC-10466,2023-12-17 18:26:00,Ransomware,IoT Device,Low,1351,UK,Tech,262.61,Unresolved,98607.61,5204.61,TCP,192.168.20.234,10.0.91.166,Yes
INC-10467,2023-02-23 00:41:00,Malware,Database,Critical,213,India,Education,456.69,Unresolved,160195.28,6848.29,DNS,192.168.216.100,10.0.13.231,No
INC-10468,2023-01-30 23:16:00,Ransomware,Database,Medium,844,France,Manufacturing,31.46,Resolved,763631.55,8277.85,UDP,192.168.137.185,10.0.236.188,Yes
INC-10469,2023-04-13 00:56:00,DDoS,IoT Device,High,469,China,Finance,190.08,Unresolved,477723.59,9979.46,HTTPS,192.168.189.100,10.0.88.70,Yes
INC-10470,2023-10-23 04:13:00,Man-in-the-Middle,Web Server,Critical,452,USA,Government,253.89,Resolved,80284.76,8375.18,TCP,192.168.23.202,10.0.73.153,Yes
INC-10471,2023-05-03 01:18:00,Man-in-the-Middle,IoT Device,Low,1248,Canada,Healthcare,379.82,Unresolved,725526.75,564.57,SMTP,192.168.96.127,10.0.68.147,Yes
INC-10472,2023-11-30 00:35:00,Ransomware,Web Server,High,1437,Brazil,Tech,0.24,Unresolved,837601.35,9314.52,TCP,192.168.183.68,10.0.127.182,No
INC-10473,2023-12-02 18:50:00,DDoS,Database,High,279,Canada,Healthcare,244.85,Resolved,546777.68,1784.46,SMTP,192.168.39.92,10.0.217.110,Yes
INC-10474,2023-05-12 02:11:00,Ransomware,Network Router,Critical,1175,Canada,Manufacturing,7.68,Unresolved,418669.79,6639.38,ICMP,192.168.121.159,10.0.24.83,No
